"region","wave","time_in_green","ncs_easy_walking_distance","ncs_relax_unwind","ncs_high_enough_standard","imp_protect_environment","concerned_damaging_environment","pick_up_litter","vote_political_party","change_lifestyle","wb_lonely","wb_satisfied","wb_worthwhile","wb_happy","wb_worried_anxious","wb_worried_anxious_r","ncs","wellbeing"
"East Midlands","Wave 34 - December 2022","More than twice a week, but not every day",2,3,4,5,5,2,3,"No",2,8,8,7,4,6,3,7.25
"South East","Wave 34 - December 2022","More than twice a week, but not every day",5,2,2,4,4,2,4,"No",3,6,6,5,6,4,3,5.25
"East Midlands","Wave 34 - December 2022","Every day",5,5,5,5,5,5,5,"Yes",3,6,8,7,3,7,5,7
"East","Wave 34 - December 2022","Once or twice a month",5,5,4,4,4,2,1,"Yes",1,9,8,8,1,9,4.66666666666667,8.5
"South West","Wave 34 - December 2022","Every day",1,2,2,5,5,3,5,"Yes",4,7,7,8,6,4,1.66666666666667,6.5
"South East","Wave 34 - December 2022","Once a week",2,4,4,4,3,3,2,"Yes",3,7,7,6,6,4,3.33333333333333,6
"North East","Wave 34 - December 2022","Twice a week",5,4,4,5,5,4,3,"Yes",1,8,7,8,3,7,4.33333333333333,7.5
"Yorkshire and the Humber","Wave 34 - December 2022","Twice a week",4,4,4,4,4,4,4,"Yes",2,8,8,9,1,9,4,8.5
"South East","Wave 34 - December 2022","More than twice a week, but not every day",5,4,4,4,4,3,3,"Yes",2,9,9,7,7,3,4.33333333333333,7
"South East","Wave 34 - December 2022","More than twice a week, but not every day",4,4,4,5,4,3,4,"Yes",1,7,7,10,2,8,4,8
"North West","Wave 34 - December 2022","Every day",5,3,5,5,4,4,5,"Yes",4,4,4,2,0,10,4.33333333333333,5
"South East","Wave 34 - December 2022","More than twice a week, but not every day",4,5,3,4,3,2,3,"Yes",4,7,5,4,6,4,4,5
"East Midlands","Wave 34 - December 2022","More than twice a week, but not every day",5,5,4,4,4,3,3,"No",3,9,9,9,0,10,4.66666666666667,9.25
"South East","Wave 34 - December 2022","Once a week",4,4,4,4,3,1,1,"No",1,5,4,4,0,10,4,5.75
"East","Wave 34 - December 2022","Every day",4,3,4,4,4,3,2,"Yes",4,5,5,5,3,7,3.66666666666667,5.5
"West Midlands","Wave 34 - December 2022","Twice a week",4,3,2,5,5,5,5,"Yes",2,8,8,7,3,7,3,7.5
"East","Wave 34 - December 2022","Every day",4,4,4,5,5,2,4,"Yes",4,6,6,6,6,4,4,5.5
"North East","Wave 34 - December 2022","More than twice a week, but not every day",4,4,4,5,5,3,3,"Yes",1,9,10,6,6,4,4,7.25
"South East","Wave 34 - December 2022","More than twice a week, but not every day",1,2,2,4,4,1,1,"Yes",3,7,7,5,8,2,1.66666666666667,5.25
"South East","Wave 34 - December 2022","Twice a week",4,4,4,4,4,3,3,"Yes",1,9,9,9,0,10,4,9.25
"London","Wave 34 - December 2022","Once every 2-3 months",4,4,4,5,5,3,3,"Yes",5,6,5,5,8,2,4,4.5
"London","Wave 34 - December 2022","More than twice a week, but not every day",5,5,5,5,5,4,4,"Yes",4,7,6,9,4,6,5,7
"North West","Wave 35 - January 2023","Every day",5,5,5,5,5,1,5,"Don’t know",4,2,2,3,9,1,5,2
"South East","Wave 35 - January 2023","Twice a week",3,3,3,4,4,2,3,"Yes",2,7,5,6,5,5,3,5.75
"South East","Wave 35 - January 2023","More than twice a week, but not every day",5,4,4,5,5,3,3,"Yes",3,6,4,7,5,5,4.33333333333333,5.5
"London","Wave 35 - January 2023","Every day",5,5,5,4,4,4,4,"Yes",3,8,8,8,8,2,5,6.5
"North West","Wave 35 - January 2023","Once or twice a month",5,4,5,5,5,3,4,"Yes",4,4,4,4,7,3,4.66666666666667,3.75
"North East","Wave 35 - January 2023","Once a week",5,5,5,5,5,3,5,"Yes",3,8,8,9,0,10,5,8.75
"North West","Wave 35 - January 2023","More than twice a week, but not every day",2,5,4,5,5,4,5,"Yes",3,7,5,8,5,5,3.66666666666667,6.25
"East Midlands","Wave 35 - January 2023","More than twice a week, but not every day",2,5,5,5,5,4,4,"Yes",2,9,9,10,0,10,4,9.5
"South West","Wave 35 - January 2023","More than twice a week, but not every day",4,4,4,3,2,2,2,"No",2,6,5,7,2,8,4,6.5
"North West","Wave 35 - January 2023","Once a week",5,5,5,5,4,2,3,"Yes",2,6,5,5,5,5,5,5.25
"South East","Wave 35 - January 2023","Every day",5,5,5,5,5,3,4,"Yes",3,7,6,9,1,9,5,7.75
"London","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,5,5,3,5,"Yes",3,7,6,7,2,8,5,7
"South East","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,5,5,5,3,"Yes",2,8,8,8,1,9,5,8.25
"North East","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,4,4,4,3,"Yes",2,9,9,8,0,10,5,9
"Yorkshire and the Humber","Wave 35 - January 2023","More than twice a week, but not every day",4,4,3,3,4,4,1,"No",1,0,0,0,0,10,3.66666666666667,2.5
"South East","Wave 35 - January 2023","Every day",5,5,5,4,5,3,3,"Yes",2,9,9,10,0,10,5,9.5
"East","Wave 35 - January 2023","More than twice a week, but not every day",2,4,4,5,5,3,2,"Yes",4,7,8,8,3,7,3.33333333333333,7.5
"South East","Wave 35 - January 2023","More than twice a week, but not every day",4,4,4,4,4,3,4,"Yes",2,8,9,8,8,2,4,6.75
"Yorkshire and the Humber","Wave 35 - January 2023","More than twice a week, but not every day",2,4,3,5,5,5,5,"Yes",1,10,10,10,0,10,3,10
"South East","Wave 35 - January 2023","Every day",5,5,5,5,5,3,4,"Yes",4,5,7,7,8,2,5,5.25
"East","Wave 35 - January 2023","More than twice a week, but not every day",4,3,4,4,4,3,3,"Yes",1,8,8,9,1,9,3.66666666666667,8.5
"Yorkshire and the Humber","Wave 35 - January 2023","Once a week",5,5,4,4,5,3,3,"Yes",2,8,8,8,2,8,4.66666666666667,8
"North West","Wave 35 - January 2023","More than twice a week, but not every day",2,3,3,4,4,2,5,"Yes",4,9,8,8,9,1,2.66666666666667,6.5
"West Midlands","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,5,5,3,4,"Yes",3,8,7,10,0,10,5,8.75
"East Midlands","Wave 35 - January 2023","Once or twice a month",3,3,3,3,3,2,2,"No",3,7,6,7,5,5,3,6.25
"London","Wave 35 - January 2023","More than twice a week, but not every day",3,3,3,3,3,2,1,"No",3,7,7,7,1,9,3,7.5
"South East","Wave 35 - January 2023","Every day",2,4,4,5,5,4,4,"Yes",2,8,9,7,6,4,3.33333333333333,7
"London","Wave 35 - January 2023","Every day",5,4,4,5,5,3,3,"Yes",3,7,7,5,6,4,4.33333333333333,5.75
"North East","Wave 35 - January 2023","Every day",5,4,4,4,5,2,3,"Yes",5,4,5,5,8,2,4.33333333333333,4
"Yorkshire and the Humber","Wave 35 - January 2023","More than twice a week, but not every day",3,4,5,4,4,3,3,"Yes",3,10,5,10,1,9,4,8.5
"London","Wave 35 - January 2023","More than twice a week, but not every day",1,2,2,5,5,3,5,"Yes",3,10,10,10,10,0,1.66666666666667,7.5
"East","Wave 35 - January 2023","Once a week",5,4,4,5,4,3,1,"Yes",2,6,7,8,9,1,4.33333333333333,5.5
"London","Wave 35 - January 2023","Twice a week",3,2,4,5,4,4,3,"Yes",5,10,5,3,1,9,3,6.75
"North West","Wave 35 - January 2023","Twice a week",4,3,1,5,4,3,5,"No",5,7,8,6,4,6,2.66666666666667,6.75
"West Midlands","Wave 35 - January 2023","Once a week",4,4,4,4,4,3,4,"Yes",4,6,5,5,4,6,4,5.5
"North West","Wave 35 - January 2023","More than twice a week, but not every day",5,4,4,4,4,3,3,"Yes",2,7,7,8,2,8,4.33333333333333,7.5
"East Midlands","Wave 35 - January 2023","Less often",2,3,4,4,4,2,4,"No",5,4,2,4,3,7,3,4.25
"London","Wave 35 - January 2023","More than twice a week, but not every day",2,4,4,5,5,3,4,"Yes",3,7,7,4,4,6,3.33333333333333,6
"East","Wave 35 - January 2023","Every day",5,4,4,5,5,5,2,"Yes",4,5,10,8,0,10,4.33333333333333,8.25
"Yorkshire and the Humber","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,5,5,4,4,"Yes",2,8,8,8,0,10,5,8.5
"North West","Wave 35 - January 2023","More than twice a week, but not every day",2,3,2,4,4,3,4,"Yes",4,5,6,6,7,3,2.33333333333333,5
"East Midlands","Wave 35 - January 2023","Every day",5,4,4,2,2,3,1,"No",1,9,7,9,2,8,4.33333333333333,8.25
"East Midlands","Wave 35 - January 2023","More than twice a week, but not every day",1,4,4,5,5,5,5,"Yes",4,6,7,5,5,5,3,5.75
"London","Wave 35 - January 2023","Every day",1,3,3,4,4,5,5,"Yes",3,9,9,7,2,8,2.33333333333333,8.25
"Yorkshire and the Humber","Wave 35 - January 2023","Once a week",5,4,4,4,5,3,2,"No",2,7,9,7,4,6,4.33333333333333,7.25
"London","Wave 35 - January 2023","More than twice a week, but not every day",4,4,4,3,4,2,4,"Yes",4,6,8,6,6,4,4,6
"South West","Wave 35 - January 2023","Every day",4,5,4,5,5,4,4,"Yes",4,6,8,5,1,9,4.33333333333333,7
"East Midlands","Wave 35 - January 2023","Once or twice a month",5,4,4,5,4,4,4,"Yes",3,7,7,7,0,10,4.33333333333333,7.75
"Yorkshire and the Humber","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,5,5,4,3,"Yes",3,7,8,8,2,8,5,7.75
"North West","Wave 35 - January 2023","Every day",5,5,5,5,5,4,4,"Yes",4,6,5,6,4,6,5,5.75
"East Midlands","Wave 35 - January 2023","More than twice a week, but not every day",4,4,4,4,5,2,5,"No",5,1,1,5,6,4,4,2.75
"East Midlands","Wave 35 - January 2023","Once a week",1,1,1,5,5,3,5,"Yes",3,8,9,8,0,10,1,8.75
"East","Wave 35 - January 2023","More than twice a week, but not every day",4,3,3,4,5,4,3,"Yes",1,8,10,9,0,10,3.33333333333333,9.25
"London","Wave 35 - January 2023","More than twice a week, but not every day",1,4,4,5,4,3,4,"Yes",4,8,8,8,1,9,3,8.25
"East","Wave 35 - January 2023","Twice a week",3,4,3,4,4,4,3,"Yes",1,7,9,8,2,8,3.33333333333333,8
"Yorkshire and the Humber","Wave 35 - January 2023","More than twice a week, but not every day",2,4,4,5,5,4,3,"Yes",3,7,8,8,3,7,3.33333333333333,7.5
"East","Wave 35 - January 2023","Once a week",4,4,4,4,4,4,4,"Yes",2,8,8,8,7,3,4,6.75
"London","Wave 35 - January 2023","Once a week",5,5,5,3,4,1,3,"Yes",2,1,2,5,0,10,5,4.5
"South West","Wave 35 - January 2023","More than twice a week, but not every day",1,1,1,5,5,3,3,"Yes",3,5,5,6,4,6,1,5.5
"East","Wave 35 - January 2023","Every day",1,1,1,5,4,2,1,"No",3,8,8,6,9,1,1,5.75
"London","Wave 35 - January 2023","Less often",4,4,4,4,4,3,3,"Yes",4,5,5,5,5,5,4,5
"East","Wave 35 - January 2023","Every day",5,5,4,4,4,4,2,"Yes",3,8,8,8,1,9,4.66666666666667,8.25
"London","Wave 35 - January 2023","Every day",5,4,4,4,5,3,3,"Yes",4,6,7,5,5,5,4.33333333333333,5.75
"London","Wave 35 - January 2023","Twice a week",3,4,4,4,4,3,4,"Yes",2,8,8,9,2,8,3.66666666666667,8.25
"North West","Wave 35 - January 2023","Twice a week",3,4,3,3,3,2,3,"Yes",2,4,5,4,7,3,3.33333333333333,4
"London","Wave 35 - January 2023","Every day",4,4,3,4,4,1,2,"Yes",5,0,0,0,10,0,3.66666666666667,0
"South West","Wave 35 - January 2023","Once a week",5,4,4,4,4,4,4,"Yes",2,8,9,8,2,8,4.33333333333333,8.25
"East Midlands","Wave 35 - January 2023","More than twice a week, but not every day",5,5,5,5,5,4,3,"Yes",2,8,6,8,0,10,5,8
"South West","Wave 35 - January 2023","Once a week",5,4,4,5,5,3,5,"Yes",1,9,9,10,0,10,4.33333333333333,9.5
"South West","Wave 35 - January 2023","Once or twice a month",5,5,5,5,4,3,3,"Yes",5,5,6,6,8,2,5,4.75
"East Midlands","Wave 35 - January 2023","Every day",1,5,5,4,4,5,3,"Yes",5,7,8,6,6,4,3.66666666666667,6.25
"North West","Wave 35 - January 2023","Twice a week",5,5,5,5,5,4,3,"Yes",3,7,7,7,2,8,5,7.25
"North West","Wave 35 - January 2023","Once every 2-3 months",4,3,2,4,5,3,5,"Yes",3,7,6,8,2,8,3,7.25
"London","Wave 36 - February 2023","More than twice a week, but not every day",4,5,4,4,4,3,4,"Yes",4,4,5,5,5,5,4.33333333333333,4.75
"West Midlands","Wave 36 - February 2023","Every day",1,1,4,5,4,3,2,"Yes",4,8,10,6,6,4,2,7
"London","Wave 36 - February 2023","Twice a week",5,3,4,5,5,4,3,"Yes",5,9,8,10,9,1,4,7
"North West","Wave 36 - February 2023","Once a week",2,4,4,5,4,5,4,"Yes",4,8,8,9,1,9,3.33333333333333,8.5
"North West","Wave 36 - February 2023","Once a week",2,3,2,2,2,3,5,"No",5,0,0,2,6,4,2.33333333333333,1.5
"South West","Wave 36 - February 2023","Once a week",5,5,5,4,4,4,5,"Yes",2,9,9,9,1,9,5,9
"West Midlands","Wave 36 - February 2023","More than twice a week, but not every day",4,3,3,4,4,2,2,"Yes",5,5,5,6,7,3,3.33333333333333,4.75
"East Midlands","Wave 36 - February 2023","Every day",5,5,4,4,5,3,3,"Yes",3,6,6,5,6,4,4.66666666666667,5.25
"East Midlands","Wave 36 - February 2023","Twice a week",2,5,4,2,5,3,2,"Yes",4,3,2,5,8,2,3.66666666666667,3
"East Midlands","Wave 36 - February 2023","Once a week",5,5,5,4,4,4,3,"Yes",5,4,5,5,0,10,5,6
"West Midlands","Wave 36 - February 2023","More than twice a week, but not every day",1,5,5,4,4,2,5,"Yes",4,2,3,2,8,2,3.66666666666667,2.25
"West Midlands","Wave 36 - February 2023","Once or twice a month",1,1,1,5,5,4,1,"Yes",2,7,8,7,0,10,1,8
"London","Wave 36 - February 2023","More than twice a week, but not every day",5,5,4,5,5,3,5,"Yes",1,8,10,9,0,10,4.66666666666667,9.25
"East Midlands","Wave 36 - February 2023","Every day",4,3,3,5,5,5,5,"Yes",5,3,4,3,8,2,3.33333333333333,3
"South East","Wave 36 - February 2023","Twice a week",5,5,5,5,5,3,1,"No",1,9,9,9,0,10,5,9.25
"North East","Wave 36 - February 2023","Once a week",4,4,4,5,5,4,4,"Yes",4,5,6,6,10,0,4,4.25
"East Midlands","Wave 36 - February 2023","More than twice a week, but not every day",5,4,3,5,5,3,5,"No",2,10,6,8,4,6,4,7.5
"South West","Wave 36 - February 2023","More than twice a week, but not every day",1,1,1,4,4,3,5,"Yes",1,9,8,9,0,10,1,9
"East","Wave 36 - February 2023","Once every 2-3 months",5,3,4,4,5,3,3,"Yes",2,10,10,10,0,10,4,10
"South East","Wave 36 - February 2023","More than twice a week, but not every day",5,3,4,4,4,2,1,"No",2,10,10,10,0,10,4,10
"Yorkshire and the Humber","Wave 36 - February 2023","Twice a week",4,4,4,5,5,5,5,"Yes",1,9,9,9,0,10,4,9.25
"Yorkshire and the Humber","Wave 36 - February 2023","More than twice a week, but not every day",4,4,5,4,4,3,3,"Yes",2,8,8,9,2,8,4.33333333333333,8.25
"North West","Wave 36 - February 2023","Once or twice a month",2,2,2,4,4,5,4,"No",1,6,6,6,6,4,2,5.5
"South East","Wave 36 - February 2023","Twice a week",4,4,4,5,5,4,5,"Yes",2,8,8,8,1,9,4,8.25
"North West","Wave 36 - February 2023","More than twice a week, but not every day",5,5,5,4,4,3,3,"Yes",2,8,8,9,0,10,5,8.75
"North East","Wave 36 - February 2023","Every day",4,4,4,5,5,3,3,"Yes",4,7,7,6,8,2,4,5.5
"Yorkshire and the Humber","Wave 36 - February 2023","Every day",3,5,5,5,5,2,4,"Yes",3,7,7,8,0,10,4.33333333333333,8
"West Midlands","Wave 36 - February 2023","Every day",1,3,3,3,3,4,3,"Yes",4,7,6,5,5,5,2.33333333333333,5.75
"North West","Wave 36 - February 2023","Twice a week",5,5,5,5,4,3,3,"Yes",1,10,10,10,0,10,5,10
"South West","Wave 36 - February 2023","More than twice a week, but not every day",4,5,5,5,5,3,4,"Yes",2,8,8,8,4,6,4.66666666666667,7.5
"East Midlands","Wave 36 - February 2023","Once a week",1,1,1,5,5,4,3,"Yes",1,9,10,10,0,10,1,9.75
"South West","Wave 36 - February 2023","Once a week",5,4,4,4,4,3,3,"Yes",3,7,8,7,3,7,4.33333333333333,7.25
"South West","Wave 36 - February 2023","Every day",5,5,5,4,4,4,2,"Yes",2,7,7,8,0,10,5,8
"South West","Wave 36 - February 2023","More than twice a week, but not every day",4,4,4,5,4,4,4,"Yes",4,5,5,5,5,5,4,5
"South West","Wave 36 - February 2023","More than twice a week, but not every day",4,4,4,4,3,3,2,"Yes",2,7,7,7,0,10,4,7.75
"Yorkshire and the Humber","Wave 36 - February 2023","More than twice a week, but not every day",1,1,1,4,4,4,4,"Yes",3,7,8,8,2,8,1,7.75
"North West","Wave 36 - February 2023","Twice a week",1,2,2,4,5,4,3,"Yes",1,7,9,7,9,1,1.66666666666667,6
"South East","Wave 36 - February 2023","Every day",5,5,5,4,4,2,3,"Yes",3,8,7,7,5,5,5,6.75
"London","Wave 36 - February 2023","Every day",5,5,5,5,5,3,4,"Yes",4,7,8,7,1,9,5,7.75
"North West","Wave 36 - February 2023","Once a week",5,3,4,4,4,3,5,"Yes",2,7,8,6,7,3,4,6
"North West","Wave 36 - February 2023","Once or twice a month",4,5,5,5,5,3,3,"Yes",2,8,8,8,1,9,4.66666666666667,8.25
"London","Wave 36 - February 2023","Once or twice a month",4,4,4,5,5,4,3,"Yes",2,8,8,9,5,5,4,7.5
"South East","Wave 36 - February 2023","Once every 2-3 months",2,4,3,5,5,4,5,"Yes",2,6,8,6,7,3,3,5.75
"South East","Wave 36 - February 2023","Every day",1,4,4,4,4,3,2,"Yes",5,5,5,2,5,5,3,4.25
"North East","Wave 36 - February 2023","Once a week",5,5,5,4,2,5,4,"Yes",3,7,8,9,0,10,5,8.5
"South East","Wave 36 - February 2023","Every day",3,5,4,5,5,4,5,"Yes",1,7,7,8,6,4,4,6.5
"North West","Wave 36 - February 2023","Twice a week",5,5,5,5,5,3,4,"Yes",2,10,10,10,0,10,5,10
"London","Wave 36 - February 2023","More than twice a week, but not every day",5,4,3,5,5,3,5,"Yes",4,6,7,4,7,3,4,5
"London","Wave 36 - February 2023","More than twice a week, but not every day",5,5,4,5,5,4,4,"Yes",5,8,7,7,7,3,4.66666666666667,6.25
"South West","Wave 36 - February 2023","Twice a week",2,4,5,4,4,3,3,"No",1,6,8,7,1,9,3.66666666666667,7.5
"North West","Wave 36 - February 2023","Every day",4,4,4,5,5,4,4,"Yes",5,0,0,0,0,10,4,2.5
"Yorkshire and the Humber","Wave 36 - February 2023","Twice a week",4,5,5,5,4,2,5,"No",5,4,4,3,5,5,4.66666666666667,4
"North West","Wave 36 - February 2023","Every day",5,4,4,4,4,3,4,"Yes",4,10,1,1,1,9,4.33333333333333,5.25
"West Midlands","Wave 36 - February 2023","Once or twice a month",5,5,5,5,4,4,4,"Yes",3,8,8,8,8,2,5,6.5
"London","Wave 36 - February 2023","More than twice a week, but not every day",5,5,4,3,4,1,2,"Yes",1,8,9,7,0,10,4.66666666666667,8.5
"London","Wave 36 - February 2023","Less often",5,5,3,5,5,2,3,"Yes",4,7,10,8,1,9,4.33333333333333,8.5
"West Midlands","Wave 36 - February 2023","More than twice a week, but not every day",4,4,4,3,4,3,3,"Yes",4,5,4,5,6,4,4,4.5
"South East","Wave 36 - February 2023","Once a week",4,3,3,4,4,4,5,"Yes",4,5,2,5,6,4,3.33333333333333,4
"South West","Wave 36 - February 2023","Twice a week",5,5,4,5,5,4,4,"Yes",3,5,5,6,7,3,4.66666666666667,4.75
"South West","Wave 36 - February 2023","More than twice a week, but not every day",5,5,5,4,4,5,1,"No",1,8,9,9,1,9,5,8.75
"South East","Wave 36 - February 2023","Twice a week",4,5,5,5,5,3,4,"Yes",4,7,7,5,0,10,4.66666666666667,7.25
"East Midlands","Wave 36 - February 2023","Every day",5,4,4,5,5,4,4,"Yes",3,5,5,5,8,2,4.33333333333333,4.25
"Yorkshire and the Humber","Wave 36 - February 2023","More than twice a week, but not every day",4,4,4,4,4,3,3,"Yes",4,7,7,8,6,4,4,6.5
"South East","Wave 36 - February 2023","More than twice a week, but not every day",5,5,4,5,4,4,4,"Yes",2,8,7,8,6,4,4.66666666666667,6.75
"North West","Wave 36 - February 2023","Every day",4,5,5,4,4,4,5,"Yes",1,7,9,9,8,2,4.66666666666667,6.75
"North East","Wave 36 - February 2023","More than twice a week, but not every day",4,4,4,5,4,5,5,"Yes",2,9,9,9,0,10,4,9.25
"East","Wave 36 - February 2023","Twice a week",2,4,4,3,3,1,1,"No",2,6,5,5,3,7,3.33333333333333,5.75
"London","Wave 36 - February 2023","Once a week",5,5,5,5,5,4,3,"Yes",1,8,7,7,4,6,5,7
"East","Wave 36 - February 2023","Once a week",4,5,5,5,5,2,2,"Yes",4,6,3,7,5,5,4.66666666666667,5.25
"Yorkshire and the Humber","Wave 36 - February 2023","Every day",1,5,5,5,4,4,3,"Yes",3,7,7,7,7,3,3.66666666666667,6
"East","Wave 36 - February 2023","More than twice a week, but not every day",4,4,4,5,5,5,5,"Yes",1,8,9,8,7,3,4,7
"North East","Wave 36 - February 2023","More than twice a week, but not every day",2,3,4,4,4,3,3,"Yes",5,6,6,6,7,3,3,5.25
"London","Wave 36 - February 2023","Every day",5,4,5,5,4,3,4,"Yes",3,9,9,9,9,1,4.66666666666667,7
"South East","Wave 36 - February 2023","More than twice a week, but not every day",5,4,4,5,4,5,4,"Yes",4,7,7,8,7,3,4.33333333333333,6.25
"West Midlands","Wave 36 - February 2023","Twice a week",5,4,5,4,4,4,5,"Yes",1,9,10,10,0,10,4.66666666666667,9.75
"Yorkshire and the Humber","Wave 36 - February 2023","Every day",4,4,4,5,4,5,5,"Yes",1,10,10,10,10,0,4,7.5
"East Midlands","Wave 36 - February 2023","Every day",1,1,1,5,5,4,4,"Yes",2,7,8,8,2,8,1,7.75
"Yorkshire and the Humber","Wave 36 - February 2023","Once or twice a month",2,4,4,4,4,3,2,"No",4,6,6,7,3,7,3.33333333333333,6.5
"Yorkshire and the Humber","Wave 36 - February 2023","Twice a week",5,5,4,5,5,4,4,"No",1,10,10,4,0,10,4.66666666666667,8.5
"South East","Wave 36 - February 2023","Twice a week",5,5,5,5,5,3,4,"Yes",1,7,7,8,0,10,5,8
"East Midlands","Wave 36 - February 2023","Every day",5,5,5,4,4,2,2,"No",1,8,8,9,0,10,5,8.75
"South West","Wave 36 - February 2023","Every day",2,3,2,4,4,3,3,"Yes",5,5,5,6,6,4,2.33333333333333,5
"North West","Wave 36 - February 2023","Twice a week",5,5,5,4,4,4,3,"Yes",3,7,8,8,8,2,5,6.25
"East Midlands","Wave 36 - February 2023","More than twice a week, but not every day",1,1,5,4,4,5,4,"Yes",3,9,9,8,7,3,2.33333333333333,7.25
"West Midlands","Wave 36 - February 2023","Every day",2,2,3,5,5,4,3,"Yes",1,7,10,8,7,3,2.33333333333333,7
"West Midlands","Wave 36 - February 2023","Once a week",4,5,5,4,4,3,3,"No",2,9,6,7,7,3,4.66666666666667,6.25
"East","Wave 36 - February 2023","Twice a week",5,5,5,4,3,3,2,"Yes",1,10,10,10,0,10,5,10
"West Midlands","Wave 36 - February 2023","Twice a week",2,4,5,5,4,2,4,"Yes",4,4,5,5,3,7,3.66666666666667,5.25
"East","Wave 36 - February 2023","Twice a week",5,5,4,5,5,3,1,"No",4,8,8,7,3,7,4.66666666666667,7.5
"West Midlands","Wave 36 - February 2023","Once or twice a month",1,4,3,5,5,4,3,"Yes",3,6,6,5,2,8,2.66666666666667,6.25
"South West","Wave 36 - February 2023","Every day",5,5,5,5,5,4,5,"Yes",1,8,9,9,0,10,5,9
"South West","Wave 36 - February 2023","Once or twice a month",5,4,4,5,5,2,5,"Yes",1,9,9,9,0,10,4.33333333333333,9.25
"South East","Wave 36 - February 2023","More than twice a week, but not every day",4,5,5,5,5,3,2,"Yes",5,10,9,8,10,0,4.66666666666667,6.75
"South East","Wave 36 - February 2023","Once or twice a month",4,4,4,4,5,3,5,"Yes",4,8,8,7,5,5,4,7
"Yorkshire and the Humber","Wave 36 - February 2023","Once a week",2,3,2,3,3,3,3,"Yes",4,8,7,8,8,2,2.33333333333333,6.25
"East Midlands","Wave 37 - March 2023","Less often",5,4,4,4,4,2,2,"Yes",2,7,5,8,1,9,4.33333333333333,7.25
"East Midlands","Wave 37 - March 2023","Twice a week",3,5,3,4,4,4,4,"Yes",4,7,6,7,6,4,3.66666666666667,6
"East","Wave 37 - March 2023","Every day",5,5,4,5,5,4,5,"Yes",3,7,7,7,6,4,4.66666666666667,6.25
"South West","Wave 37 - March 2023","Once or twice a month",2,2,2,4,4,3,3,"Yes",1,7,9,7,0,10,2,8.25
"Yorkshire and the Humber","Wave 37 - March 2023","Every day",5,5,5,5,5,5,5,"Yes",2,8,8,8,3,7,5,7.75
